@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,Country,Indicator,Subject,Measure,Frequency
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-01,1990-01-01,98.79628,98.79628,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-02,1990-02-01,98.85135,98.85135,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-03,1990-03-01,98.93368,98.93368,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-04,1990-04-01,99.04273,99.04273,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-05,1990-05-01,99.14535,99.14535,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-06,1990-06-01,99.18289,99.18289,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-07,1990-07-01,99.12366,99.12366,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-08,1990-08-01,99.00285,99.00285,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-09,1990-09-01,98.90423,98.90423,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-10,1990-10-01,98.92599,98.92599,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-11,1990-11-01,99.12443,99.12443,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1990-12,1990-12-01,99.4921,99.4921,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-01,1991-01-01,99.95316,99.95316,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-02,1991-02-01,100.3832,100.3832,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-03,1991-03-01,100.6518,100.6518,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-04,1991-04-01,100.6964,100.6964,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-05,1991-05-01,100.5246,100.5246,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-06,1991-06-01,100.2086,100.2086,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-07,1991-07-01,99.86329,99.86329,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-08,1991-08-01,99.57461,99.57461,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-09,1991-09-01,99.39617,99.39617,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-10,1991-10-01,99.32798,99.32798,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-11,1991-11-01,99.33988,99.33988,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1991-12,1991-12-01,99.40099,99.40099,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-01,1992-01-01,99.50655,99.50655,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-02,1992-02-01,99.69431,99.69431,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-03,1992-03-01,100.0165,100.0165,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-04,1992-04-01,100.5069,100.5069,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-05,1992-05-01,101.1302,101.1302,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-06,1992-06-01,101.7951,101.7951,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-07,1992-07-01,102.3897,102.3897,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-08,1992-08-01,102.8528,102.8528,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-09,1992-09-01,103.1607,103.1607,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-10,1992-10-01,103.3286,103.3286,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-11,1992-11-01,103.4131,103.4131,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1992-12,1992-12-01,103.4606,103.4606,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-01,1993-01-01,103.5,103.5,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-02,1993-02-01,103.5339,103.5339,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-03,1993-03-01,103.577,103.577,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-04,1993-04-01,103.6607,103.6607,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-05,1993-05-01,103.8291,103.8291,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-06,1993-06-01,104.0938,104.0938,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-07,1993-07-01,104.3814,104.3814,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-08,1993-08-01,104.5794,104.5794,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-09,1993-09-01,104.5585,104.5585,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-10,1993-10-01,104.2452,104.2452,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-11,1993-11-01,103.6434,103.6434,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1993-12,1993-12-01,102.8376,102.8376,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-01,1994-01-01,101.9743,101.9743,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-02,1994-02-01,101.1772,101.1772,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-03,1994-03-01,100.5188,100.5188,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-04,1994-04-01,100.0041,100.0041,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-05,1994-05-01,99.60892,99.60892,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-06,1994-06-01,99.3297,99.3297,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-07,1994-07-01,99.19117,99.19117,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-08,1994-08-01,99.21565,99.21565,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-09,1994-09-01,99.40656,99.40656,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-10,1994-10-01,99.76266,99.76266,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-11,1994-11-01,100.2422,100.2422,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1994-12,1994-12-01,100.7942,100.7942,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-01,1995-01-01,101.3826,101.3826,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-02,1995-02-01,101.9383,101.9383,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-03,1995-03-01,102.3903,102.3903,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-04,1995-04-01,102.6912,102.6912,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-05,1995-05-01,102.792,102.792,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-06,1995-06-01,102.6892,102.6892,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-07,1995-07-01,102.4408,102.4408,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-08,1995-08-01,102.1523,102.1523,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-09,1995-09-01,101.9158,101.9158,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
monthly,OECD,DP_LIVE,OECD Data Live dataset,CHN.CCI.AMPLITUD.LTRENDIDX.M,China (People's Republic of) – Consumer confidence index (CCI) – Amplitude adjusted – Long-term average = 100 – Monthly,1995-10,1995-10-01,101.7878,101.7878,CHN,CCI,AMPLITUD,LTRENDIDX,M,China (People's Republic of),Consumer confidence index (CCI),Amplitude adjusted,Long-term average = 100,Monthly
